query,page,clicks,impressions,ctr,position,agent_score,agent_reasons
5-htp safety serotonin syndrome interactions official medical source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,7,authority:official medical source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp safety serotonin syndrome nih,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:nih|permutation-burst
5-htp serotonin syndrome antidepressants authoritative source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,7.0,4,authority:authoritative source|permutation-burst
5-htp serotonin syndrome antidepressants memorial sloan kettering,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,4,authority:memorial sloan kettering|permutation-burst
5-htp serotonin syndrome antidepressants official,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,3,research-jargon:\bofficial\b|permutation-burst
5-htp serotonin syndrome case report pmc,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,6,authority:pmc|research-jargon:case report|permutation-burst
5-htp serotonin syndrome interaction antidepressants official health source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,7,authority:official health source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp serotonin syndrome interactions review,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,3,research-jargon:\breview\b|permutation-burst
5-htp serotonin syndrome review pmc,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,6,authority:pmc|research-jargon:\breview\b|permutation-burst
5-htp ssri serotonin syndrome nih,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,4,authority:nih|permutation-burst
ashwagandha examine.com,https://www.moodsupplement.net/products/ashwagandha/,0,1,0.0,71.0,3,authority:examine\.com
memorial sloan kettering 5-htp interactions ssris serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,5,authority:memorial sloan kettering|long-query|permutation-burst
memorial sloan kettering 5-htp serotonin interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp serotonin syndrome interaction,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp ssri serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp ssris serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,5.0,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp supplement interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,5,authority:memorial sloan kettering|long-query|permutation-burst
mskcc 5-htp antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:mskcc|permutation-burst
mskcc 5-htp serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,4,authority:mskcc|permutation-burst
mskcc 5-htp serotonin syndrome interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,4,authority:mskcc|permutation-burst
mskcc 5-htp supplement interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:mskcc|permutation-burst
nccih 5-htp safety antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,6.0,4,authority:nccih|permutation-burst
nccih 5-htp safety interactions antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:nccih|permutation-burst
nccih 5-htp safety interactions serotonin,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:nccih|permutation-burst
nccih 5-htp safety serotonin interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:nccih|permutation-burst
nccih 5-htp serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,4,authority:nccih|permutation-burst
nih 5-htp safety serotonin syndrome interactions antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,4,authority:nih|permutation-burst
nih 5-htp serotonin syndrome antidepressants safety,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,4,authority:nih|permutation-burst
nih 5-htp supplement antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome interactions antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,11.0,4,authority:nih|permutation-burst
nih nccih 5-htp safety serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,9.0,4,authority:nccih|permutation-burst
nih office of dietary supplements 5-htp antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements 5-htp serotonin syndrome ssri,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements omega-3 fact sheet depression mood evidence,https://www.moodsupplement.net/blog/omega-3-brain-mood-evidence/,0,1,0.0,10.0,4,authority:nih|long-query
poison control 5-htp safety concerns antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,8.0,5,authority:poison control|long-query|permutation-burst
poison control 5-htp safety concerns serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,10.0,4,authority:poison control|permutation-burst
pubmed 5-hydroxytryptophan serotonin syndrome review,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0.0,7.0,6,authority:pubmed|research-jargon:\breview\b|permutation-burst
