query,page,clicks,impressions,ctr,position,agent_score,agent_reasons
mskcc 5-htp serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,9.5,4,authority:mskcc|permutation-burst
nccih 5-htp safety antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,9.5,4,authority:nccih|permutation-burst
nccih 5-htp safety interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,10,4,authority:nccih|permutation-burst
nccih 5-htp safety serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,8,4,authority:nccih|permutation-burst
nih 5-htp safety serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,9,4,authority:nih|permutation-burst
nih 5-htp safety serotonin syndrome interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,8.5,4,authority:nih|permutation-burst
nih 5-htp supplement safety serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,7.5,4,authority:nih|permutation-burst
nih office of dietary supplements 5-htp safety serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,9,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements omega-3 fact sheet depression mood evidence,https://www.moodsupplement.net/blog/omega-3-brain-mood-evidence/,0,2,0,10,4,authority:nih|long-query
poison control 5-htp safety concerns serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,2,0,10,4,authority:poison control|permutation-burst
5-htp escitalopram serotonin syndrome authoritative source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,4,authority:authoritative source|permutation-burst
5-htp interactions antidepressants serotonin syndrome official medical source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,7,authority:official medical source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp interactions serotonin syndrome memorial sloan kettering,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:memorial sloan kettering|permutation-burst
5-htp memorial sloan kettering serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:memorial sloan kettering|permutation-burst
5-htp memorial sloan kettering serotonin syndrome interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,6,4,authority:memorial sloan kettering|permutation-burst
5-htp safety interactions serotonin syndrome official health source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,7,authority:official health source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp safety serotonin syndrome antidepressants nih,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,5,4,authority:nih|permutation-burst
5-htp safety serotonin syndrome interactions official medical source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,7,authority:official medical source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp safety serotonin syndrome nih,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:nih|permutation-burst
5-htp serotonin syndrome antidepressants authoritative source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,7,4,authority:authoritative source|permutation-burst
5-htp serotonin syndrome antidepressants memorial sloan kettering,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:memorial sloan kettering|permutation-burst
5-htp serotonin syndrome review pmc,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,6,authority:pmc|research-jargon:\breview\b|permutation-burst
5-htp serotonin syndrome ssri interaction official medical source,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,7,authority:official medical source|research-jargon:\bofficial\b|long-query|permutation-burst
5-htp sertraline interaction serotonin syndrome official,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,3,research-jargon:\bofficial\b|permutation-burst
5-htp sertraline serotonin syndrome case report pmc,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,6,6,authority:pmc|research-jargon:case report|permutation-burst
5-htp ssri serotonin syndrome case report pmc,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,5,6,authority:pmc|research-jargon:case report|permutation-burst
5-htp ssri serotonin syndrome nih,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,4,authority:nih|permutation-burst
ashwagandha examine.com,https://www.moodsupplement.net/products/ashwagandha/,0,1,0,71,3,authority:examine\.com
drugs.com magnesium glycinate melatonin interaction,https://www.moodsupplement.net/blog/can-you-take-magnesium-glycinate-and-melatonin-together/,0,1,0,10,3,authority:drugs\.com
memorial sloan kettering 5-htp interactions serotonergic,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp interactions ssris serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,5,authority:memorial sloan kettering|long-query|permutation-burst
memorial sloan kettering 5-htp serotonin interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp serotonin syndrome interaction,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp ssri serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp ssris serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,5,4,authority:memorial sloan kettering|permutation-burst
memorial sloan kettering 5-htp supplement interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,5,authority:memorial sloan kettering|long-query|permutation-burst
memorial sloan kettering lemon balm thyroid hormone interaction,https://www.moodsupplement.net/blog/can-you-take-lemon-balm-with-levothyroxine/,0,1,0,7,4,authority:memorial sloan kettering|long-query
memorial sloan kettering saffron interactions antidepressants serotonin,https://www.moodsupplement.net/blog/can-you-take-saffron-extract-with-lexapro/,0,1,0,7,3,authority:memorial sloan kettering
mskcc 5-htp antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:mskcc|permutation-burst
mskcc 5-htp serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,7,4,authority:mskcc|permutation-burst
mskcc 5-htp supplement interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:mskcc|permutation-burst
nccih 5-htp safety serotonin interactions,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,4,authority:nccih|permutation-burst
nccih 5-htp safety serotonin syndrome evidence,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nccih|permutation-burst
nccih 5-htp serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nccih|permutation-burst
nccih l-theanine safety children,https://www.moodsupplement.net/blog/l-theanine-kids-teens-safety/,0,1,0,8,3,authority:nccih
nih 5-htp safety interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,4,authority:nih|permutation-burst
nih 5-htp safety serotonin syndrome supplement,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,6,4,authority:nih|permutation-burst
nih 5-htp serotonin syndrome supplement safety,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nih|permutation-burst
nih 5-htp supplement antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nih|permutation-burst
nih 5-htp supplement serotonin syndrome interactions antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,4,authority:nih|permutation-burst
nih nccih 5-htp safety serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,9,4,authority:nccih|permutation-burst
nih office of dietary supplements 5-htp antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements 5-htp interactions serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,11,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements 5-htp safety serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements 5-htp serotonin syndrome antidepressants,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,6,5,authority:nih|long-query|permutation-burst
nih office of dietary supplements 5-htp serotonin syndrome ssri,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,10,5,authority:nih|long-query|permutation-burst
poison control 5-htp safety concerns antidepressants serotonin syndrome,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,8,5,authority:poison control|long-query|permutation-burst
pubmed 5-hydroxytryptophan serotonin syndrome review,https://www.moodsupplement.net/blog/5-htp-serotonin-safety/,0,1,0,7,6,authority:pubmed|research-jargon:\breview\b|permutation-burst
